[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,3.0
allRedTime,1.5
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,3.5
LostTimeAdjust,0.0
ScenarioDate,01/19/2021
ScenarioTime,6:17 pm

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
1,1,726,-3221,0,,,,,,
2,1,4045,-3213,0,,,,,,
3,0,933,-3222,0,,,,,,
4,1,934,-3043,0,,,,,,
5,1,932,-3413,0,,,,,,
6,0,1263,-3223,0,,,,,,
7,1,1268,-2958,0,,,,,,
8,1,1257,-3510,0,,,,,,
9,0,1588,-3231,0,,,,,,
10,1,1590,-2952,0,,,,,,
11,1,1579,-3506,0,,,,,,
12,0,1910,-3225,0,,,,,,
13,1,1906,-2892,0,,,,,,
14,1,1913,-3515,0,,,,,,
15,1,2154,-2703,0,,,,,,
16,0,2150,-3220,0,,,,,,
17,0,2817,-3236,0,,,,,,
Peds,3,71,0,17,,,17,0,71,21,0,18,,,18,0,21,,,,,,,,,
Bicycles,3,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
PHF,3,0.88,0.88,0.88,,,0.61,0.61,0.61,0.96,0.96,0.96,,,0.89,0.89,0.89,,,,,,,,,
Growth,3,100,100,100,,,100,100,100,100,100,100,,,100,100,100,,,,,,,,,
HeavyVehicles,3,9,9,9,,,12,12,12,8,8,8,,,13,13,13,,,,,,,,,
BusStops,3,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
Midblock,3,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
Distance,3,,191,,,,,179,,,207,,,,,330,,,,,,,,,,
TravelTime,3,,5.2,,,,,4.9,,,5.6,,,,,9.0,,,,,,,,,,
Right Channeled,3,,,0,,,,,0,,,0,,,,,0,,,,,,,,,
Alignment,3,0,0,1,,,0,0,1,0,0,1,,,0,0,1,,,,,,,,,
Enter Blocked,3,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
HeadwayFact,3,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,,,,,,,,,
Turning Speed,3,15,60,9,,,15,60,9,15,60,9,,,15,60,9,,,,,,,,,
FirstDetect,3,20,100,,,,20,,20,20,100,,,,,100,,,,,,,,,,
LastDetect,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectPhase1,3,4,4,,,,4,,4,2,2,,,,,2,,,,,,,,,,
DetectPhase2,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectPhase3,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectPhase4,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
SwitchPhase,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
numDetects,3,1,2,,,,1,,1,1,2,,,,,2,,,,,,,,,,
DetectPos1,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectSize1,3,20,6,,,,20,,20,20,6,,,,,6,,,,,,,,,,
DetectType1,3,3,3,,,,3,,3,3,3,,,,,3,,,,,,,,,,
DetectExtend1,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectQueue1,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectDelay1,3,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,,,
DetectPos2,3,,94,,,,,,,,94,,,,,94,,,,,,,,,,
DetectSize2,3,,6,,,,,,,,6,,,,,6,,,,,,,,,,
DetectType2,3,,3,,,,,,,,3,,,,,3,,,,,,,,,,
DetectExtend2,3,,0,,,,,,,,0,,,,,0,,,,,,,,,,
Exit Lanes,3,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
CBD,3,,0,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,3,6,159,0,,,74,0,98,52,130,0,,,0,523,0,,,,,,,,,
Up Node,6,8,8,8,,,7,7,7,3,3,3,,,9,9,9,,,,,,,,,
Dest Node,6,3,7,9,,,9,8,3,7,9,8,,,8,3,7,,,,,,,,,
Lanes,6,0,0,0,,,0,1,0,1,2,0,,,1,1,0,,,,,,,,,
Shared,6,0,0,,,,0,3,,0,2,,,,0,2,,,,,,,,,,
Width,6,12,12,12,,,12,12,12,12,12,12,,,12,12,12,,,,,,,,,
Storage,6,,,,,,,,,75,,,,,,,,,,,,,,,,
Taper,6,,,,,,,,,25,,,,,,,,,,,,,,,,
StLanes,6,,,,,,,,,1,,,,,,,,,,,,,,,,
Grade,6,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,6,,25,,,,,25,,,25,,,,,25,,,,,,,,,,
Phase1,6,,,,,,,4,,5,2,,,,1,6,,,,,,,,,,
PermPhase1,6,,,,,,4,,,6,,,,,2,,,,,,,,,,,
LostTime,6,4,4,4,,,4.5,4.5,4,3.5,4.5,4,,,3.5,4.5,4,,,,,,,,,
Lost Time Adjust,6,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
IdealFlow,6,1900,1900,1900,,,1900,1900,1900,1900,1900,1900,,,1900,1900,1900,,,,,,,,,
SatFlow,6,0,0,0,,,0,1653,0,1703,3276,0,,,1641,1663,0,,,,,,,,,
SatFlowPerm,6,0,0,0,,,0,1637,0,423,3276,0,,,1078,1663,0,,,,,,,,,
Allow RTOR,6,1,1,1,,,1,1,1,1,1,1,,,1,1,1,,,,,,,,,
SatFlowRTOR,6,0,0,0,,,0,16,0,0,45,0,,,0,21,0,,,,,,,,,
Volume,6,0,0,0,,,25,60,15,25,135,40,,,205,450,105,,,,,,,,,
Peds,6,0,0,0,,,41,0,8,12,0,5,,,5,0,12,,,,,,,,,
Bicycles,6,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
PHF,6,0.92,0.92,0.92,,,0.79,0.79,0.79,0.88,0.88,0.88,,,0.96,0.96,0.96,,,,,,,,,
Growth,6,100,100,100,,,100,100,100,100,100,100,,,100,100,100,,,,,,,,,
HeavyVehicles,6,2,2,2,,,11,11,11,6,6,6,,,10,10,10,,,,,,,,,
BusStops,6,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
Midblock,6,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
Distance,6,,287,,,,,265,,,330,,,,,325,,,,,,,,,,
TravelTime,6,,7.8,,,,,7.2,,,9.0,,,,,8.9,,,,,,,,,,
Right Channeled,6,,,0,,,,,0,,,0,,,,,0,,,,,,,,,
Alignment,6,0,0,1,,,0,0,1,0,0,1,,,0,0,1,,,,,,,,,
Enter Blocked,6,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
HeadwayFact,6,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,,,,,,,,,
Turning Speed,6,15,60,9,,,15,60,9,15,60,9,,,15,60,9,,,,,,,,,
FirstDetect,6,,,,,,20,100,,20,100,,,,20,100,,,,,,,,,,
LastDetect,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectPhase1,6,,,,,,4,4,,5,2,,,,1,6,,,,,,,,,,
DetectPhase2,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectPhase3,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectPhase4,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
SwitchPhase,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
numDetects,6,,,,,,1,2,,1,2,,,,1,2,,,,,,,,,,
DetectPos1,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectSize1,6,,,,,,20,6,,20,6,,,,20,6,,,,,,,,,,
DetectType1,6,,,,,,3,3,,3,3,,,,3,3,,,,,,,,,,
DetectExtend1,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectQueue1,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectDelay1,6,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
DetectPos2,6,,,,,,,94,,,94,,,,,94,,,,,,,,,,
DetectSize2,6,,,,,,,6,,,6,,,,,6,,,,,,,,,,
DetectType2,6,,,,,,,3,,,3,,,,,3,,,,,,,,,,
DetectExtend2,6,,,,,,,0,,,0,,,,,0,,,,,,,,,,
Exit Lanes,6,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
CBD,6,,0,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,6,0,0,0,,,0,127,0,28,198,0,,,214,578,0,,,,,,,,,
Up Node,9,11,11,11,,,10,10,10,6,6,6,,,12,12,12,,,,,,,,,
Dest Node,9,6,10,12,,,12,11,6,10,12,11,,,11,6,10,,,,,,,,,
Lanes,9,0,1,1,,,0,0,0,0,2,0,,,0,2,1,,,,,,,,,
Shared,9,0,1,,,,0,0,,0,0,,,,0,0,,,,,,,,,,
Width,9,12,12,12,,,12,12,12,12,12,12,,,12,12,12,,,,,,,,,
Storage,9,,,,,,,,,,,,,,,,110,,,,,,,,,
Taper,9,,,,,,,,,,,,,,,,25,,,,,,,,,
StLanes,9,,,,,,,,,,,,,,,,1,,,,,,,,,
Grade,9,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,9,,25,,,,,25,,,25,,,,,25,,,,,,,,,,
Phase1,9,,2,3,,,,,,,1,,,,,3,,,,,,,,,,
Phase2,9,,,5,,,,,,,,,,,,4,,,,,,,,,,
PermPhase1,9,2,,,,,,,,,,,,,,,4,,,,,,,,,
LostTime,9,4.5,4.5,4.5,,,4,4,4,4,4.5,4,,,4,4.5,4.5,,,,,,,,,
Lost Time Adjust,9,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
IdealFlow,9,1900,1900,1900,,,1900,1900,1900,1900,1900,1900,,,1900,1900,1900,,,,,,,,,
SatFlow,9,0,1686,1455,,,0,0,0,0,3282,0,,,0,3312,1482,,,,,,,,,
SatFlowPerm,9,0,1683,1455,,,0,0,0,0,3282,0,,,0,3312,1423,,,,,,,,,
Allow RTOR,9,1,1,1,,,1,1,1,1,1,1,,,1,1,1,,,,,,,,,
SatFlowRTOR,9,0,0,465,,,0,0,0,0,0,0,,,0,0,109,,,,,,,,,
Volume,9,75,170,400,,,0,0,0,0,160,0,,,0,690,80,,,,,,,,,
Peds,9,6,0,41,,,41,0,6,22,0,6,,,9,0,22,,,,,,,,,
Bicycles,9,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
PHF,9,0.86,0.86,0.86,,,0.92,0.92,0.92,0.77,0.77,0.77,,,0.94,0.94,0.94,,,,,,,,,
Growth,9,100,100,100,,,100,100,100,100,100,100,,,100,100,100,,,,,,,,,
HeavyVehicles,9,11,11,11,,,2,2,2,10,10,10,,,9,9,9,,,,,,,,,
BusStops,9,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
Midblock,9,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
Distance,9,,275,,,,,279,,,325,,,,,322,,,,,,,,,,
TravelTime,9,,7.5,,,,,7.6,,,8.9,,,,,8.8,,,,,,,,,,
Right Channeled,9,,,0,,,,,0,,,0,,,,,0,,,,,,,,,
Alignment,9,0,0,1,,,0,0,1,0,0,1,,,0,0,1,,,,,,,,,
Enter Blocked,9,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
HeadwayFact,9,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,,,,,,,,,
Turning Speed,9,15,60,9,,,15,60,9,15,60,9,,,15,60,9,,,,,,,,,
FirstDetect,9,20,100,20,,,,,,,100,,,,,100,20,,,,,,,,,
LastDetect,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPhase1,9,2,2,3,,,,,,,1,,,,,3,4,,,,,,,,,
DetectPhase2,9,0,0,5,,,,,,,0,,,,,4,0,,,,,,,,,
DetectPhase3,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPhase4,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
SwitchPhase,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
numDetects,9,1,2,1,,,,,,,2,,,,,2,1,,,,,,,,,
DetectPos1,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectSize1,9,20,6,20,,,,,,,6,,,,,6,20,,,,,,,,,
DetectType1,9,3,3,3,,,,,,,3,,,,,3,3,,,,,,,,,
DetectExtend1,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectQueue1,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectDelay1,9,0,0,0,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPos2,9,,94,,,,,,,,94,,,,,94,,,,,,,,,,
DetectSize2,9,,6,,,,,,,,6,,,,,6,,,,,,,,,,
DetectType2,9,,3,,,,,,,,3,,,,,3,,,,,,,,,,
DetectExtend2,9,,0,,,,,,,,0,,,,,0,,,,,,,,,,
Exit Lanes,9,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
CBD,9,,0,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,9,0,285,465,,,0,0,0,0,208,0,,,0,734,85,,,,,,,,,
Up Node,12,14,14,14,,,13,13,13,9,9,9,,,16,16,16,,,,,,,,,
Dest Node,12,9,13,16,,,16,14,9,13,16,14,,,14,9,13,,,,,,,,,
Lanes,12,1,0,0,,,1,0,0,0,2,0,,,0,2,0,,,,,,,,,
Shared,12,0,0,,,,0,0,,0,2,,,,0,1,,,,,,,,,,
Width,12,12,12,12,,,12,12,12,12,12,12,,,12,12,12,,,,,,,,,
Storage,12,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,12,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,12,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,12,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,12,,25,,,,,25,,,25,,,,,25,,,,,,,,,,
Phase1,12,,,,,,,,,,2,,,,,6,,,,,,,,,,
PermPhase1,12,8,,,,,4,,,,,,,,6,,,,,,,,,,,
LostTime,12,4.5,4,4,,,4.5,4,4,4,4.5,4,,,4.5,4.5,4,,,,,,,,,
Lost Time Adjust,12,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
IdealFlow,12,1900,1900,1900,,,1900,1900,1900,1900,1900,1900,,,1900,1900,1900,,,,,,,,,
SatFlow,12,1444,0,0,,,1641,0,0,0,3108,0,,,0,3406,0,,,,,,,,,
SatFlowPerm,12,1425,0,0,,,1637,0,0,0,3108,0,,,0,3242,0,,,,,,,,,
Allow RTOR,12,1,1,1,,,1,1,1,1,1,1,,,1,1,1,,,,,,,,,
SatFlowRTOR,12,0,109,0,,,0,109,0,0,2,0,,,0,0,0,,,,,,,,,
Volume,12,5,0,5,,,30,0,40,0,560,5,,,5,725,0,,,,,,,,,
Peds,12,14,0,3,,,3,0,14,20,0,7,,,7,0,20,,,,,,,,,
Bicycles,12,0,0,0,,,0,0,0,0,0,1,,,0,0,1,,,,,,,,,
PHF,12,0.50,0.50,0.50,,,0.65,0.65,0.65,0.87,0.87,0.87,,,0.97,0.97,0.97,,,,,,,,,
Growth,12,100,100,100,,,100,100,100,100,100,100,,,100,100,100,,,,,,,,,
HeavyVehicles,12,25,25,25,,,10,10,10,16,16,16,,,6,6,6,,,,,,,,,
BusStops,12,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
Midblock,12,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
Distance,12,,290,,,,,333,,,322,,,,,240,,,,,,,,,,
TravelTime,12,,7.9,,,,,9.1,,,8.8,,,,,6.5,,,,,,,,,,
Right Channeled,12,,,0,,,,,0,,,0,,,,,0,,,,,,,,,
Alignment,12,0,0,1,,,0,0,1,0,0,1,,,0,0,1,,,,,,,,,
Enter Blocked,12,0,0,0,,,0,0,0,0,0,0,,,0,0,0,,,,,,,,,
HeadwayFact,12,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,,,,,,,,,
Turning Speed,12,15,60,9,,,15,60,9,15,60,9,,,15,60,9,,,,,,,,,
FirstDetect,12,20,,,,,20,,,,100,,,,20,100,,,,,,,,,,
LastDetect,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectPhase1,12,8,,,,,4,,,,2,,,,6,6,,,,,,,,,,
DetectPhase2,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectPhase3,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectPhase4,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
SwitchPhase,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
numDetects,12,1,,,,,1,,,,2,,,,1,2,,,,,,,,,,
DetectPos1,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectSize1,12,20,,,,,20,,,,6,,,,20,6,,,,,,,,,,
DetectType1,12,3,,,,,3,,,,3,,,,3,3,,,,,,,,,,
DetectExtend1,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectQueue1,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectDelay1,12,0,,,,,0,,,,0,,,,0,0,,,,,,,,,,
DetectPos2,12,,,,,,,,,,94,,,,,94,,,,,,,,,,
DetectSize2,12,,,,,,,,,,6,,,,,6,,,,,,,,,,
DetectType2,12,,,,,,,,,,3,,,,,3,,,,,,,,,,
DetectExtend2,12,,,,,,,,,,0,,,,,0,,,,,,,,,,
Exit Lanes,12,,0,,,,,0,,,0,,,,,0,,,,,,,,,,
CBD,12,,0,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,12,10,10,0,,,46,62,0,0,650,0,,,0,752,0,,,,,,,,,
Up Node,16,,,,,,15,,15,12,12,,,,,24,24,,,,,,,,,
Dest Node,16,,,,,,24,,12,15,24,,,,,12,15,,,,,,,,,
Lanes,16,,,,,,1,,1,0,2,,,,,2,0,,,,,,,,,
Shared,16,,,,,,0,,,0,0,,,,,0,,,,,,,,,,
Width,16,,,,,,12,,12,12,12,,,,,12,12,,,,,,,,,
Storage,16,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,16,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,16,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,16,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,16,,,,,,35,,,,25,,,,,25,,,,,,,,,,
Phase1,16,,,,,,4,,,,2,,,,,2,,,,,,,,,8,7
PermPhase1,16,,,,,,,,4,,,,,,,,,,,,,,,,,
LostTime,16,,,,,,5.5,,5.5,4,5,,,,,5,4,,,,,,,,,
Lost Time Adjust,16,,,,,,0,,0,0,0,,,,,0,0,,,,,,,,,
IdealFlow,16,,,,,,1900,,1900,1900,1900,,,,,1900,1900,,,,,,,,,
SatFlow,16,,,,,,1752,,1568,0,3085,,,,,3282,0,,,,,,,,,
SatFlowPerm,16,,,,,,1752,,1568,0,3085,,,,,3282,0,,,,,,,,,
Allow RTOR,16,,,,,,1,,1,1,1,,,,,1,1,,,,,,,,,
SatFlowRTOR,16,,,,,,0,,79,0,0,,,,,0,0,,,,,,,,,
Volume,16,,,,,,125,,195,0,600,,,,,560,0,,,,,,,,,
Peds,16,,,,,,0,,0,22,0,,,,,0,22,,,,,,,,,
Bicycles,16,,,,,,0,,0,0,0,,,,,0,0,,,,,,,,,
PHF,16,,,,,,0.95,,0.95,0.97,0.97,,,,,0.94,0.94,,,,,,,,,
Growth,16,,,,,,100,,100,100,100,,,,,100,100,,,,,,,,,
HeavyVehicles,16,,,,,,3,,3,17,17,,,,,10,10,,,,,,,,,
BusStops,16,,,,,,0,,0,0,0,,,,,0,0,,,,,,,,,
Midblock,16,,,,,,0,,,,0,,,,,0,,,,,,,,,,
Distance,16,,,,,,517,,,,240,,,,,542,,,,,,,,,,
TravelTime,16,,,,,,10.1,,,,6.5,,,,,14.8,,,,,,,,,,
Right Channeled,16,,,,,,,,0,,0,,,,,,0,,,,,,,,,
Alignment,16,,,,,,0,,1,0,0,,,,,0,1,,,,,,,,,
Enter Blocked,16,,,,,,0,,0,0,0,,,,,0,0,,,,,,,,,
HeadwayFact,16,,,,,,1.00,,1.00,1.00,1.00,,,,,1.00,1.00,,,,,,,,,
Turning Speed,16,,,,,,15,,9,15,60,,,,,60,9,,,,,,,,,
FirstDetect,16,,,,,,20,,20,,100,,,,,100,,,,,,,,,,
LastDetect,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectPhase1,16,,,,,,4,,4,,2,,,,,2,,,,,,,,,,
DetectPhase2,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectPhase3,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectPhase4,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
SwitchPhase,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
numDetects,16,,,,,,1,,1,,2,,,,,2,,,,,,,,,,
DetectPos1,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectSize1,16,,,,,,20,,20,,6,,,,,6,,,,,,,,,,
DetectType1,16,,,,,,3,,3,,3,,,,,3,,,,,,,,,,
DetectExtend1,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectQueue1,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectDelay1,16,,,,,,0,,0,,0,,,,,0,,,,,,,,,,
DetectPos2,16,,,,,,,,,,94,,,,,94,,,,,,,,,,
DetectSize2,16,,,,,,,,,,6,,,,,6,,,,,,,,,,
DetectType2,16,,,,,,,,,,3,,,,,3,,,,,,,,,,
DetectExtend2,16,,,,,,,,,,0,,,,,0,,,,,,,,,,
Exit Lanes,16,,,,,,0,,,,0,,,,,0,,,,,,,,,,
CBD,16,,,,,,,,,,0,,,,,,,,,,,,,,,
Lane Group Flow,16,,,,,,132,,205,0,619,,,,,596,0,,,,,,,,,
Up Node,17,25,,25,,,,,,,24,24,,,2,2,,,,,,,,,,
Dest Node,17,24,,2,,,,,,,2,25,,,25,24,,,,,,,,,,
Lanes,17,0,,0,,,,,,,2,0,,,1,1,,,,,,,,,,
Shared,17,0,,,,,,,,,0,,,,0,0,,,,,,,,,,
Width,17,12,,12,,,,,,,12,12,,,12,12,,,,,,,,,,
Storage,17,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,17,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,17,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,17,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,17,25,,,,,,,,,25,,,,,25,,,,,,,,,,
Phase1,17,,,,,,,,,,4,,,,9,-1,,,,,,,,,,6
Phase2,17,,,,,,,,,,2,,,,,,,,,,,,,,,
LostTime,17,4,,4,,,,,,,5,4,,,4.5,4,,,,,,,,,,
Lost Time Adjust,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
IdealFlow,17,1900,,1900,,,,,,,1900,1900,,,1900,1900,,,,,,,,,,
SatFlow,17,0,,0,,,,,,,3223,0,,,1671,1759,,,,,,,,,,
SatFlowPerm,17,0,,0,,,,,,,3223,0,,,1671,1759,,,,,,,,,,
Allow RTOR,17,1,,1,,,,,,,1,1,,,1,1,,,,,,,,,,
SatFlowRTOR,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
Volume,17,0,,0,,,,,,,725,0,,,280,425,,,,,,,,,,
Peds,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
Bicycles,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
PHF,17,0.76,,0.76,,,,,,,0.93,0.93,,,0.91,0.91,,,,,,,,,,
Growth,17,100,,100,,,,,,,100,100,,,100,100,,,,,,,,,,
HeavyVehicles,17,0,,0,,,,,,,12,12,,,8,8,,,,,,,,,,
BusStops,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
Midblock,17,0,,,,,,,,,0,,,,,0,,,,,,,,,,
Distance,17,83,,,,,,,,,125,,,,,1228,,,,,,,,,,
TravelTime,17,2.3,,,,,,,,,3.4,,,,,33.5,,,,,,,,,,
Right Channeled,17,,,0,,,,,,,,0,,,,2,,,,,,,,,,
Right Radius,17,,,,,,,,,,,,,,,50,,,,,,,,,,
Add Lanes,17,,,,,,,,,,,,,,,0,,,,,,,,,,
Alignment,17,0,,1,,,,,,,0,1,,,0,0,,,,,,,,,,
Enter Blocked,17,0,,0,,,,,,,0,0,,,0,0,,,,,,,,,,
HeadwayFact,17,1.00,,1.00,,,,,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,
Turning Speed,17,15,,9,,,,,,,60,9,,,15,60,,,,,,,,,,
FirstDetect,17,,,,,,,,,,100,,,,20,100,,,,,,,,,,
LastDetect,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectPhase1,17,,,,,,,,,,4,,,,9,0,,,,,,,,,,
DetectPhase2,17,,,,,,,,,,2,,,,0,0,,,,,,,,,,
DetectPhase3,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectPhase4,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
SwitchPhase,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
numDetects,17,,,,,,,,,,2,,,,1,2,,,,,,,,,,
DetectPos1,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectSize1,17,,,,,,,,,,6,,,,20,6,,,,,,,,,,
DetectType1,17,,,,,,,,,,3,,,,3,3,,,,,,,,,,
DetectExtend1,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectQueue1,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectDelay1,17,,,,,,,,,,0,,,,0,0,,,,,,,,,,
DetectPos2,17,,,,,,,,,,94,,,,,94,,,,,,,,,,
DetectSize2,17,,,,,,,,,,6,,,,,6,,,,,,,,,,
DetectType2,17,,,,,,,,,,3,,,,,3,,,,,,,,,,
DetectExtend2,17,,,,,,,,,,0,,,,,0,,,,,,,,,,
Exit Lanes,17,0,,,,,,,,,0,,,,,0,,,,,,,,,,
CBD,17,0,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,17,0,,0,,,,,,,780,0,,,308,467,,,,,,,,,,
Up Node,24,23,23,23,23,19,19,19,19,16,16,16,16,17,17,17,17,25,25,,25,25,,,,
Dest Node,24,16,19,17,25,17,25,23,16,19,17,25,23,25,23,16,19,23,16,,19,17,,,,
Lanes,24,1,0,1,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,,0,0,,,,
Shared,24,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,,,,,
Width,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,12,12,,,,
Storage,24,220,,220,,,,,,,,260,,,,,,,,,,,,,,
Taper,24,25,,25,,,,,,,,25,,,,,,,,,,,,,,
StLanes,24,1,,0,,,,,,,,1,,,,,,,,,,,,,,
Grade,24,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,24,,25,,,,,25,,,25,,,,,25,,,25,,,,,,,
Phase1,24,4,,,,,,,,,2,,,,,-1,,,,,,,,,,6
PermPhase1,24,,,4,,,,,-1,,,5,,,,,,,,,,,,,,
LostTime,24,5,4,5,4,4,4,4,4,4,4.5,4.5,4,4,4,4,4,4,4,,4,4,,,,
